Sector_name,Country_here,d2014_2018,d2018_2022,d2022_2023,Grid,d2014_2019,d2019_2023,d2023_2024,d2018_2024,d2024_2025
"Logistics and related services","LTU",,,,"STRI2024",,,,,
"Air transport","LTU",,,,"STRI2024",1.104969,1.236341,0,,
"Maritime transport","LTU",,,,"STRI2024",11.61525,4.715451,0,,
"Road freight transport","LTU",,,,"STRI2024",12.45043,5.430182,0,,
"Rail freight transport","LTU",,,,"STRI2024",15.83513,3.558055,0,,
"Courier services","LTU",,,,"STRI2024",4.486907,9.212015,0,,
"Distribution services","LTU",,,,"STRI2024",5.219936,4.995666,0,,
"Cargo-handling","LTU",,,,"STRI2024",31.42078,9.77131,0,,
"Storage and warehouse","LTU",,,,"STRI2024",40.87929,5.72133,0,,
"Freight-forwarding","LTU",,,,"STRI2024",20.75472,2.343757,0,,
"Customs brokerage","LTU",,,,"STRI2024",19.67214,5.650676,0,,
"Market bridging and supporting services","LTU",,,,"STRI2024",,,,,
"Legal services","LTU",,,,"STRI2024",1.729705,0,0,,
"Accounting services","LTU",,,,"STRI2024",6.830916,7.861634,0,,
"Commercial banking","LTU",,,,"STRI2024",4.285721,3.196352,0,,
"Insurance","LTU",,,,"STRI2024",10.65667,2.3614,0,,
"Physical infrastructure services","LTU",,,,"STRI2024",,,,,
"Construction","LTU",,,,"STRI2024",30.35441,5.354609,0,,
"Architecture services","LTU",,,,"STRI2024",5.590067,8.97059,0,,
"Engineering services","LTU",,,,"STRI2024",22.30291,6.361323,0,,
"Digital network","LUX",,,,"STRI2024",,,,,
"Computer services","LUX",,,,"STRI2024",0,7.533242,0,,
"Telecommunication","LUX",,,,"STRI2024",0,12.5039,0,,
"Broadcasting","LUX",,,,"STRI2024",3.271287,0,0,,
"Motion pictures","LUX",,,,"STRI2024",-3.046279,8.1571,0,,
"Sound recording","LUX",,,,"STRI2024",-4.576652,12.78976,0,,
"Logistics and related services","LUX",,,,"STRI2024",,,,,
"Air transport","LUX",,,,"STRI2024",0,1.156035,0,,
"Road freight transport","LUX",,,,"STRI2024",0,5.535584,0,,
"Rail freight transport","LUX",,,,"STRI2024",-19.69698,4.481135,0,,
"Courier services","LUX",,,,"STRI2024",0,8.728344,0,,
"Distribution services","LUX",,,,"STRI2024",7.961759,3.554625,0,,
"Cargo-handling","LUX",,,,"STRI2024",0,12.23958,0,,
"Storage and warehouse","LUX",,,,"STRI2024",9.162011,4.278398,0,,
"Freight-forwarding","LUX",,,,"STRI2024",0,2.521016,0,,
"Customs brokerage","LUX",,,,"STRI2024",0,6.932769,0,,
"Market bridging and supporting services","LUX",,,,"STRI2024",,,,,
"Legal services","LUX",,,,"STRI2024",0,-79.86691,0,,
"Accounting services","LUX",,,,"STRI2024",0,5.597014,0,,
"Commercial banking","LUX",,,,"STRI2024",8.433735,3.888895,0,,
"Insurance","LUX",,,,"STRI2024",6.506112,1.940603,0,,
"Physical infrastructure services","LUX",,,,"STRI2024",,,,,
"Construction","LUX",,,,"STRI2024",0,4.988986,0,,
"Architecture services","LUX",,,,"STRI2024",0,6.262835,0,,
"Engineering services","LUX",,,,"STRI2024",0,4.391101,0,,
"Digital network","LVA",,,,"STRI2024",,,,,
"Computer services","LVA",,,,"STRI2024",0,9.128516,0,,
"Telecommunication","LVA",,,,"STRI2024",16.6381,12.52606,0,,
"Broadcasting","LVA",,,,"STRI2024",10.0091,0,0,,
"Motion pictures","LVA",,,,"STRI2024",0,11.25938,0,,
"Sound recording","LVA",,,,"STRI2024",0,17.87709,0,,
"Logistics and related services","LVA",,,,"STRI2024",,,,,
"Air transport","LVA",,,,"STRI2024",-1.315791,1.206669,0,,
"Maritime transport","LVA",,,,"STRI2024",0,6.791564,0,,
"Road freight transport","LVA",,,,"STRI2024",0,6.427386,0,,
"Rail freight transport","LVA",,,,"STRI2024",0,3.11987,0,,
"Courier services","LVA",,,,"STRI2024",7.189531,7.926838,0,,
"Distribution services","LVA",,,,"STRI2024",0,4.973667,0,,
"Cargo-handling","LVA",,,,"STRI2024",0,11.27098,0,,
"Storage and warehouse","LVA",,,,"STRI2024",13.56493,6.088861,0,,
"Freight-forwarding","LVA",,,,"STRI2024",0,3.125004,0,,
"Customs brokerage","LVA",,,,"STRI2024",0,6.021889,0,,
"Market bridging and supporting services","LVA",,,,"STRI2024",,,,,
"Legal services","LVA",,,,"STRI2024",0,0,0,,
"Accounting services","LVA",,,,"STRI2024",0,9.014422,0,,
"Commercial banking","LVA",,,,"STRI2024",0,3.482592,0,,
"Insurance","LVA",,,,"STRI2024",0,2.072075,0,,
"Physical infrastructure services","LVA",,,,"STRI2024",,,,,
"Construction","LVA",,,,"STRI2024",0,6.634445,0,,
"Architecture services","LVA",,,,"STRI2024",0,9.442726,0,,
"Engineering services","LVA",,,,"STRI2024",0,6.811984,0,,
"Digital network","MEX",,,,"STRI2024",,,,,
"Computer services","MEX",,,,"STRI2024",6.483599,0,0,,
"Telecommunication","MEX",,,,"STRI2024",-27.36247,0,0,,
"Broadcasting","MEX",,,,"STRI2024",5.047594,0,0,,
"Motion pictures","MEX",,,,"STRI2024",4.377883,0,0,,
"Sound recording","MEX",,,,"STRI2024",4.503022,0,0,,
"Logistics and related services","MEX",,,,"STRI2024",,,,,
"Air transport","MEX",,,,"STRI2024",-.7274481,6.965098,0,,
"Maritime transport","MEX",,,,"STRI2024",1.328505,0,0,,
"Road freight transport","MEX",,,,"STRI2024",3.303469,0,0,,
"Rail freight transport","MEX",,,,"STRI2024",-3.001086,0,0,,
"Courier services","MEX",,,,"STRI2024",1.747063,0,0,,
"Distribution services","MEX",,,,"STRI2024",9.047778,0,0,,
"Cargo-handling","MEX",,,,"STRI2024",4.629636,0,0,,
"Storage and warehouse","MEX",,,,"STRI2024",1.85185,0,0,,
"Freight-forwarding","MEX",,,,"STRI2024",10.47619,0,0,,
"Customs brokerage","MEX",,,,"STRI2024",0,0,0,,
"Market bridging and supporting services","MEX",,,,"STRI2024",,,,,
"Legal services","MEX",,,,"STRI2024",3.56605,0,0,,
"Accounting services","MEX",,,,"STRI2024",4.26789,0,0,,
"Commercial banking","MEX",,,,"STRI2024",1.538455,-1.325755,0,,
"Insurance","MEX",,,,"STRI2024",-11.39414,0,0,,
"Physical infrastructure services","MEX",,,,"STRI2024",,,,,
"Construction","MEX",,,,"STRI2024",6.327181,-6.53492,0,,
"Architecture services","MEX",,,,"STRI2024",10.76321,0,0,,
"Engineering services","MEX",,,,"STRI2024",6.704983,0,0,,
"Digital network","MYS",,,,"STRI2024",,,,,
"Computer services","MYS",,,,"STRI2024",0,-6.323238,0,,
"Telecommunication","MYS",,,,"STRI2024",0,-20.397,0,,
"Broadcasting","MYS",,,,"STRI2024",0,-2.716746,0,,
"Motion pictures","MYS",,,,"STRI2024",0,-5.075687,0,,
"Sound recording","MYS",,,,"STRI2024",0,-4.573343,0,,
"Logistics and related services","MYS",,,,"STRI2024",,,,,
"Air transport","MYS",,,,"STRI2024",0,-.9748425,0,,
"Maritime transport","MYS",,,,"STRI2024",0,-1.15063,0,,
"Road freight transport","MYS",,,,"STRI2024",0,-5.108222,0,,
"Rail freight transport","MYS",,,,"STRI2024",0,-1.527497,0,,
"Courier services","MYS",,,,"STRI2024",0,-1.928575,0,,
"Distribution services","MYS",,,,"STRI2024",0,-2.230094,0,,
"Cargo-handling","MYS",,,,"STRI2024",0,-2.593364,0,,
"Storage and warehouse","MYS",,,,"STRI2024",0,-4.974488,0,,
"Freight-forwarding","MYS",,,,"STRI2024",0,-5.314016,0,,
"Customs brokerage","MYS",,,,"STRI2024",0,-4.567077,0,,
"Market bridging and supporting services","MYS",,,,"STRI2024",,,,,
"Legal services","MYS",,,,"STRI2024",0,-1.029882,0,,
"Accounting services","MYS",,,,"STRI2024",0,-3.031724,0,,
"Commercial banking","MYS",,,,"STRI2024",0,-2.666671,0,,
"Insurance","MYS",,,,"STRI2024",0,-2.025525,0,,
"Physical infrastructure services","MYS",,,,"STRI2024",,,,,
"Construction","MYS",,,,"STRI2024",-5.955817,-6.333004,0,,
"Architecture services","MYS",,,,"STRI2024",0,-7.534248,0,,
"Engineering services","MYS",,,,"STRI2024",-3.901368,-5.361927,0,,
"Digital network","NLD",,,,"STRI2024",,,,,
"Computer services","NLD",,,,"STRI2024",0,-1.374238,0,,
"Telecommunication","NLD",,,,"STRI2024",-10.57932,9.795763,0,,
"Broadcasting","NLD",,,,"STRI2024",5.313653,-4.9054,4.274141,,
"Motion pictures","NLD",,,,"STRI2024",0,2.073051,0,,
"Sound recording","NLD",,,,"STRI2024",0,-.6637173,0,,
"Logistics and related services","NLD",,,,"STRI2024",,,,,
"Air transport","NLD",,,,"STRI2024",0,-.9733884,0,,
"Maritime transport","NLD",,,,"STRI2024",0,-.9685131,0,,
"Road freight transport","NLD",,,,"STRI2024",0,6.982762,0,,
"Rail freight transport","NLD",,,,"STRI2024",0,11.11112,0,,
"Courier services","NLD",,,,"STRI2024",0,34.44075,0,,
"Distribution services","NLD",,,,"STRI2024",-6.696958,-4.461732,0,,
"Cargo-handling","NLD",,,,"STRI2024",0,5.908103,0,,
"Storage and warehouse","NLD",,,,"STRI2024",12.96443,3.890842,0,,
"Freight-forwarding","NLD",,,,"STRI2024",0,-5.208329,0,,
"Customs brokerage","NLD",,,,"STRI2024",0,20.66116,0,,
"Market bridging and supporting services","NLD",,,,"STRI2024",,,,,
"Legal services","NLD",,,,"STRI2024",0,-7.966012,0,,
"Accounting services","NLD",,,,"STRI2024",0,-4.30798,0,,
"Commercial banking","NLD",,,,"STRI2024",0,-5.116286,0,,
"Insurance","NLD",,,,"STRI2024",-20.02766,-3.424424,0,,
"Physical infrastructure services","NLD",,,,"STRI2024",,,,,
"Construction","NLD",,,,"STRI2024",0,-14.93704,0,,
"Architecture services","NLD",,,,"STRI2024",0,-2.213278,0,,
"Engineering services","NLD",,,,"STRI2024",0,-3.666992,0,,
"Digital network","NOR",,,,"STRI2024",,,,,
"Computer services","NOR",,,,"STRI2024",7.61211,0,0,,
"Telecommunication","NOR",,,,"STRI2024",20.91647,0,0,,
"Broadcasting","NOR",,,,"STRI2024",12.22629,0,0,,
"Motion pictures","NOR",,,,"STRI2024",5.110721,0,0,,
"Sound recording","NOR",,,,"STRI2024",3.144649,0,0,,
"Logistics and related services","NOR",,,,"STRI2024",,,,,
"Air transport","NOR",,,,"STRI2024",.9159204,0,0,,
"Maritime transport","NOR",,,,"STRI2024",9.38512,0,0,,
"Road freight transport","NOR",,,,"STRI2024",5.302655,0,0,,
"Rail freight transport","NOR",,,,"STRI2024",-12.82051,0,0,,
"Courier services","NOR",,,,"STRI2024",-38.25343,-1.97224,0,,
"Distribution services","NOR",,,,"STRI2024",4.946088,-3.416623,0,,
"Cargo-handling","NOR",,,,"STRI2024",5.387532,-2.24215,0,,
"Storage and warehouse","NOR",,,,"STRI2024",2.134601,-4.603526,0,,
"Freight-forwarding","NOR",,,,"STRI2024",5.063286,-6.6265,0,,
"Customs brokerage","NOR",,,,"STRI2024",7.834759,-6.340816,0,,
"Market bridging and supporting services","NOR",,,,"STRI2024",,,,,
"Legal services","NOR",,,,"STRI2024",10.1456,0,0,,
"Accounting services","NOR",,,,"STRI2024",6.982815,-12.6644,0,,
"Commercial banking","NOR",,,,"STRI2024",4.383544,-3.674535,0,,
"Insurance","NOR",,,,"STRI2024",5.031788,-1.841282,0,,
"Physical infrastructure services","NOR",,,,"STRI2024",,,,,
"Construction","NOR",,,,"STRI2024",3.774342,5.580678,0,,
"Architecture services","NOR",,,,"STRI2024",15.75846,0,0,,
"Engineering services","NOR",,,,"STRI2024",12.55349,0,0,,
"Digital network","NZL",,,,"STRI2024",,,,,
"Computer services","NZL",,,,"STRI2024",10.37052,9.396093,0,,
"Telecommunication","NZL",,,,"STRI2024",6.019667,11.35576,0,,
"Broadcasting","NZL",,,,"STRI2024",13.25301,11.70212,0,,
"Motion pictures","NZL",,,,"STRI2024",0,9.692839,0,,
"Sound recording","NZL",,,,"STRI2024",7.980567,7.390744,0,,
"Logistics and related services","NZL",,,,"STRI2024",,,,,
"Air transport","NZL",,,,"STRI2024",2.957017,4.243711,0,,
"Maritime transport","NZL",,,,"STRI2024",6.440071,7.899163,0,,
"Road freight transport","NZL",,,,"STRI2024",10.83845,9.778594,0,,
"Rail freight transport","NZL",,,,"STRI2024",9.075043,8.32,0,,
"Courier services","NZL",,,,"STRI2024",8.990445,8.248837,0,,
"Distribution services","NZL",,,,"STRI2024",3.568964,3.445978,0,,
"Cargo-handling","NZL",,,,"STRI2024",2.094241,4.615388,0,,
"Storage and warehouse","NZL",,,,"STRI2024",-3.648948,1.175063,0,,
"Freight-forwarding","NZL",,,,"STRI2024",-5.102042,.5376339,0,,
"Customs brokerage","NZL",,,,"STRI2024",-2.238805,3.816792,0,,
"Market bridging and supporting services","NZL",,,,"STRI2024",,,,,
"Legal services","NZL",,,,"STRI2024",7.364139,6.859038,0,,
"Accounting services","NZL",,,,"STRI2024",5.897432,5.569012,0,,
"Commercial banking","NZL",,,,"STRI2024",8.730154,18.24817,0,,
"Insurance","NZL",,,,"STRI2024",0,7.445496,0,,
"Physical infrastructure services","NZL",,,,"STRI2024",,,,,
"Construction","NZL",,,,"STRI2024",6.917104,6.469604,0,,
"Architecture services","NZL",,,,"STRI2024",6.276154,5.905506,0,,
"Engineering services","NZL",,,,"STRI2024",7.061963,6.596145,0,,
"Digital network","PER",,,,"STRI2024",,,,,
"Computer services","PER",,,,"STRI2024",0,0,0,,
"Telecommunication","PER",,,,"STRI2024",-11.11244,0,0,,
"Broadcasting","PER",,,,"STRI2024",0,-.5032343,0,,
"Motion pictures","PER",,,,"STRI2024",10.96046,-2.902242,0,,
"Sound recording","PER",,,,"STRI2024",3.118498,0,0,,
"Logistics and related services","PER",,,,"STRI2024",,,,,
"Air transport","PER",,,,"STRI2024",0,0,0,,
"Maritime transport","PER",,,,"STRI2024",0,0,-5.125401,,
"Road freight transport","PER",,,,"STRI2024",0,0,0,,
"Rail freight transport","PER",,,,"STRI2024",0,0,0,,
"Courier services","PER",,,,"STRI2024",0,0,0,,
"Distribution services","PER",,,,"STRI2024",0,0,0,,
"Cargo-handling","PER",,,,"STRI2024",0,0,0,,
"Storage and warehouse","PER",,,,"STRI2024",0,0,0,,
"Freight-forwarding","PER",,,,"STRI2024",0,0,0,,
"Customs brokerage","PER",,,,"STRI2024",0,0,0,,
"Market bridging and supporting services","PER",,,,"STRI2024",,,,,
"Legal services","PER",,,,"STRI2024",0,0,0,,
"Accounting services","PER",,,,"STRI2024",5.842511,-2.399998,0,,
"Commercial banking","PER",,,,"STRI2024",0,10.07194,0,,
"Insurance","PER",,,,"STRI2024",0,0,0,,
"Physical infrastructure services","PER",,,,"STRI2024",,,,,
"Construction","PER",,,,"STRI2024",0,0,0,,
"Architecture services","PER",,,,"STRI2024",0,0,0,,
"Engineering services","PER",,,,"STRI2024",0,0,0,,
"Digital network","PHL",,,,"STRI2024",,,,,
"Computer services","PHL",,,,"STRI2024",-19.89301,8.426177,0,,
"Telecommunication","PHL",,,,"STRI2024",-1.3168,-11.38658,0,,
"Broadcasting","PHL",,,,"STRI2024",0,0,0,,
"Motion pictures","PHL",,,,"STRI2024",-12.92156,6.17929,0,,
"Sound recording","PHL",,,,"STRI2024",-12.61589,5.304433,0,,
"Logistics and related services","PHL",,,,"STRI2024",,,,,
"Air transport","PHL",,,,"STRI2024",-7.75523,-45.97701,0,,
"Maritime transport","PHL",,,,"STRI2024",-2.814916,-30.62998,0,,
"Road freight transport","PHL",,,,"STRI2024",-1.933276,-45.07151,0,,
"Rail freight transport","PHL",,,,"STRI2024",0,0,0,,
"Courier services","PHL",,,,"STRI2024",-2.357558,0,0,,
"Distribution services","PHL",,,,"STRI2024",-1.369124,0,0,,
"Cargo-handling","PHL",,,,"STRI2024",-5.536125,0,0,,
"Storage and warehouse","PHL",,,,"STRI2024",-7.641542,0,0,,
"Freight-forwarding","PHL",,,,"STRI2024",-9.785932,-40.67796,0,,
"Customs brokerage","PHL",,,,"STRI2024",0,0,0,,
"Market bridging and supporting services","PHL",,,,"STRI2024",,,,,
"Legal services","PHL",,,,"STRI2024",0,0,0,,
"Accounting services","PHL",,,,"STRI2024",0,0,0,,
"Commercial banking","PHL",,,,"STRI2024",-11.88342,0,0,,
"Insurance","PHL",,,,"STRI2024",-17.39901,0,0,,
"Physical infrastructure services","PHL",,,,"STRI2024",,,,,
"Construction","PHL",,,,"STRI2024",-7.258754,0,0,,
"Architecture services","PHL",,,,"STRI2024",0,0,0,,
"Engineering services","PHL",,,,"STRI2024",0,0,0,,
"Digital network","POL",,,,"STRI2024",,,,,
"Computer services","POL",,,,"STRI2024",26.01879,28.34905,0,,
"Telecommunication","POL",,,,"STRI2024",13.99583,22.51729,0,,
"Broadcasting","POL",,,,"STRI2024",2.078682,1.532732,0,,
"Motion pictures","POL",,,,"STRI2024",7.491421,15.92071,0,,
"Sound recording","POL",,,,"STRI2024",18.67925,25.91416,0,,
"Logistics and related services","POL",,,,"STRI2024",,,,,
"Air transport","POL",,,,"STRI2024",3.763441,3.244822,0,,
"Maritime transport","POL",,,,"STRI2024",8.247423,20.76191,0,,
"Road freight transport","POL",,,,"STRI2024",3.950431,13.3383,0,,
"Rail freight transport","POL",,,,"STRI2024",3.992397,11.15173,0,,
"Courier services","POL",,,,"STRI2024",2.76788,11.16444,0,,
"Distribution services","POL",,,,"STRI2024",18.28434,11.0805,0,,
"Cargo-handling","POL",,,,"STRI2024",24.21051,23.22034,0,,
"Storage and warehouse","POL",,,,"STRI2024",32.49042,15.93985,0,,
"Freight-forwarding","POL",,,,"STRI2024",26.82926,22.11539,0,,
"Customs brokerage","POL",,,,"STRI2024",23.41463,13.63637,0,,
"Market bridging and supporting services","POL",,,,"STRI2024",,,,,
"Legal services","POL",,,,"STRI2024",0,0,0,,
"Accounting services","POL",,,,"STRI2024",4.099461,12.71789,0,,
"Commercial banking","POL",,,,"STRI2024",4.000006,7.264949,0,,
"Insurance","POL",,,,"STRI2024",1.737295,5.250561,0,,
"Physical infrastructure services","POL",,,,"STRI2024",,,,,
"Construction","POL",,,,"STRI2024",11.55415,14.97157,0,,
"Architecture services","POL",,,,"STRI2024",0,4.8722,0,,
"Engineering services","POL",,,,"STRI2024",0,2.630661,0,,
"Digital network","PRT",,,,"STRI2024",,,,,
"Computer services","PRT",,,,"STRI2024",-23.15331,-1.848042,0,,
"Telecommunication","PRT",,,,"STRI2024",-19.07575,9.578001,0,,
"Broadcasting","PRT",,,,"STRI2024",-6.485486,-7.59577,0,,
"Motion pictures","PRT",,,,"STRI2024",-17.98107,2.692309,0,,
"Sound recording","PRT",,,,"STRI2024",-19.57546,7.624626,0,,
"Logistics and related services","PRT",,,,"STRI2024",,,,,
"Air transport","PRT",,,,"STRI2024",-3.149605,.0135485,0,,
"Maritime transport","PRT",,,,"STRI2024",-24.80128,3.805506,0,,
"Road freight transport","PRT",,,,"STRI2024",-10.82036,-3.251393,0,,
"Rail freight transport","PRT",,,,"STRI2024",-22.74678,1.111103,0,,
"Courier services","PRT",,,,"STRI2024",-13.97173,6.306962,0,,
"Distribution services","PRT",,,,"STRI2024",-15.55605,-7.558532,0,,
"Cargo-handling","PRT",,,,"STRI2024",-22.16748,4.64135,0,,
"Storage and warehouse","PRT",,,,"STRI2024",-7.185902,-3.059434,0,,
"Freight-forwarding","PRT",,,,"STRI2024",-20.40816,-6.8376,0,,
"Customs brokerage","PRT",,,,"STRI2024",-8.320489,-2.521012,0,,
"Market bridging and supporting services","PRT",,,,"STRI2024",,,,,
"Legal services","PRT",,,,"STRI2024",-5.487804,-1.832259,-62.40799,,
"Accounting services","PRT",,,,"STRI2024",-11.34113,.5076155,-22.37374,,
"Commercial banking","PRT",,,,"STRI2024",-10.50584,-.4347833,0,,
"Insurance","PRT",,,,"STRI2024",-9.941752,-1.249461,0,,
"Physical infrastructure services","PRT",,,,"STRI2024",,,,,
"Construction","PRT",,,,"STRI2024",-18.17786,-3.963777,-30.84434,,
"Architecture services","PRT",,,,"STRI2024",-42.77879,-7.827479,0,,
"Engineering services","PRT",,,,"STRI2024",0,-2.397641,0,,
"Digital network","RUS",,,,"STRI2024",,,,,
"Computer services","RUS",,,,"STRI2024",9.498824,37.48636,0,,
"Telecommunication","RUS",,,,"STRI2024",.0135359,26.03222,0,,
"Broadcasting","RUS",,,,"STRI2024",58.7114,40.37954,0,,
"Motion pictures","RUS",,,,"STRI2024",5.583966,42.68156,0,,
"Sound recording","RUS",,,,"STRI2024",5.457995,71.42214,0,,
"Logistics and related services","RUS",,,,"STRI2024",,,,,
"Air transport","RUS",,,,"STRI2024",1.399857,11.04429,0,,
"Maritime transport","RUS",,,,"STRI2024",8.034184,23.57595,0,,
"Road freight transport","RUS",,,,"STRI2024",5.760861,44.86126,0,,
"Rail freight transport","RUS",,,,"STRI2024",.0230568,.1094242,0,,
"Courier services","RUS",,,,"STRI2024",6.364027,37.38034,0,,
"Distribution services","RUS",,,,"STRI2024",5.582809,36.30972,0,,
"Cargo-handling","RUS",,,,"STRI2024",0,0,0,,
"Storage and warehouse","RUS",,,,"STRI2024",0,0,0,,
"Freight-forwarding","RUS",,,,"STRI2024",6.122449,37.5,0,,
"Customs brokerage","RUS",,,,"STRI2024",12.14574,44.58486,0,,
"Market bridging and supporting services","RUS",,,,"STRI2024",,,,,
"Legal services","RUS",,,,"STRI2024",8.159822,47.08635,0,,
"Accounting services","RUS",,,,"STRI2024",3.6859,26.53271,0,,
"Commercial banking","RUS",,,,"STRI2024",17.09845,38.71681,7.01754,,
"Insurance","RUS",,,,"STRI2024",5.352095,15.18686,0,,
"Physical infrastructure services","RUS",,,,"STRI2024",,,,,
"Construction","RUS",,,,"STRI2024",4.044065,27.95872,0,,
"Architecture services","RUS",,,,"STRI2024",3.865987,36.72456,0,,
"Engineering services","RUS",,,,"STRI2024",4.768328,34.99357,0,,
"Digital network","SGP",,,,"STRI2024",,,,,
"Computer services","SGP",,,,"STRI2024",0,8.758186,8.052906,,
"Telecommunication","SGP",,,,"STRI2024",0,0,7.841438,,
"Broadcasting","SGP",,,,"STRI2024",0,0,0,,
"Motion pictures","SGP",,,,"STRI2024",-6.472201,-6.920068,7.434544,,
"Sound recording","SGP",,,,"STRI2024",-6.725144,0,7.210029,,
"Logistics and related services","SGP",,,,"STRI2024",,,,,
"Air transport","SGP",,,,"STRI2024",1.794638,0,0,,
"Maritime transport","SGP",,,,"STRI2024",0,-6.275578,6.841342,,
"Road freight transport","SGP",,,,"STRI2024",-11.67192,0,9.464282,,
"Courier services","SGP",,,,"STRI2024",-15.26824,0,9.828814,,
"Distribution services","SGP",,,,"STRI2024",-3.297554,0,7.074567,,
"Cargo-handling","SGP",,,,"STRI2024",0,0,7.658644,,
"Storage and warehouse","SGP",,,,"STRI2024",0,0,5.664157,,
"Freight-forwarding","SGP",,,,"STRI2024",0,0,5.687199,,
"Customs brokerage","SGP",,,,"STRI2024",0,0,8.524592,,
"Market bridging and supporting services","SGP",,,,"STRI2024",,,,,
"Legal services","SGP",,,,"STRI2024",-11.82065,0,4.468405,,
"Accounting services","SGP",,,,"STRI2024",0,0,5.683687,,
"Commercial banking","SGP",,,,"STRI2024",0,0,6.111102,,
"Insurance","SGP",,,,"STRI2024",0,-4.527421,5.186247,,
"Physical infrastructure services","SGP",,,,"STRI2024",,,,,
"Construction","SGP",,,,"STRI2024",0,0,5.796528,,
"Architecture services","SGP",,,,"STRI2024",-34.44976,0,5.474455,,
"Engineering services","SGP",,,,"STRI2024",0,0,4.768328,,
"Digital network","SVK",,,,"STRI2024",,,,,
"Computer services","SVK",,,,"STRI2024",0,23.60866,0,,
"Telecommunication","SVK",,,,"STRI2024",0,31.24825,0,,
"Broadcasting","SVK",,,,"STRI2024",5.51593,9.914378,0,,
"Motion pictures","SVK",,,,"STRI2024",0,10.74841,0,,
"Sound recording","SVK",,,,"STRI2024",0,14.65201,0,,
"Logistics and related services","SVK",,,,"STRI2024",,,,,
"Air transport","SVK",,,,"STRI2024",0,0,0,,
"Road freight transport","SVK",,,,"STRI2024",0,15.27546,0,,
"Rail freight transport","SVK",,,,"STRI2024",0,14.69979,0,,
"Courier services","SVK",,,,"STRI2024",-6.920846,25.01013,0,,
"Distribution services","SVK",,,,"STRI2024",0,5.54593,0,,
"Cargo-handling","SVK",,,,"STRI2024",0,12.05128,0,,
"Storage and warehouse","SVK",,,,"STRI2024",12.22421,5.552608,0,,
"Freight-forwarding","SVK",,,,"STRI2024",0,3.157898,0,,
"Customs brokerage","SVK",,,,"STRI2024",0,6.370659,0,,
"Market bridging and supporting services","SVK",,,,"STRI2024",,,,,
"Legal services","SVK",,,,"STRI2024",4.619756,0,0,,
"Accounting services","SVK",,,,"STRI2024",-6.421051,8.436445,0,,
"Commercial banking","SVK",,,,"STRI2024",0,16.20112,0,,
"Insurance","SVK",,,,"STRI2024",0,2.515851,0,,
"Physical infrastructure services","SVK",,,,"STRI2024",,,,,
"Construction","SVK",,,,"STRI2024",0,4.886731,0,,
"Architecture services","SVK",,,,"STRI2024",0,3.633119,0,,
"Engineering services","SVK",,,,"STRI2024",0,-3.185299,0,,
"Digital network","SVN",,,,"STRI2024",,,,,
"Computer services","SVN",,,,"STRI2024",7.744646,5.874175,0,,
"Telecommunication","SVN",,,,"STRI2024",-1.127185,9.327621,0,,
"Broadcasting","SVN",,,,"STRI2024",4.665316,0,0,,
"Motion pictures","SVN",,,,"STRI2024",3.205788,6.763528,0,,
"Sound recording","SVN",,,,"STRI2024",1.205479,8.662698,0,,
"Logistics and related services","SVN",,,,"STRI2024",,,,,
"Air transport","SVN",,,,"STRI2024",-1.481042,1.231211,0,,
"Maritime transport","SVN",,,,"STRI2024",1.092356,2.848725,0,,
"Road freight transport","SVN",,,,"STRI2024",7.692311,4.661015,0,,
"Rail freight transport","SVN",,,,"STRI2024",2.265864,2.806494,0,,
"Courier services","SVN",,,,"STRI2024",2.935359,6.240997,0,,
"Distribution services","SVN",,,,"STRI2024",1.019108,3.516369,0,,
"Cargo-handling","SVN",,,,"STRI2024",-1.459038,5.353079,0,,
"Storage and warehouse","SVN",,,,"STRI2024",6.413773,3.072396,0,,
"Freight-forwarding","SVN",,,,"STRI2024",0,1.796406,0,,
"Customs brokerage","SVN",,,,"STRI2024",0,4.687493,0,,
"Market bridging and supporting services","SVN",,,,"STRI2024",,,,,
"Legal services","SVN",,,,"STRI2024",1.396814,0,0,,
"Accounting services","SVN",,,,"STRI2024",3.435516,3.832396,0,,
"Commercial banking","SVN",,,,"STRI2024",2.909088,2.473502,0,,
"Insurance","SVN",,,,"STRI2024",4.012836,2.218367,0,,
"Physical infrastructure services","SVN",,,,"STRI2024",,,,,
"Construction","SVN",,,,"STRI2024",7.136682,3.65765,0,,
"Architecture services","SVN",,,,"STRI2024",8.613931,4.397987,0,,
"Engineering services","SVN",,,,"STRI2024",4.621984,2.366682,0,,
"Digital network","SWE",,,,"STRI2024",,,,,
"Computer services","SWE",,,,"STRI2024",0,14.31336,0,,
"Telecommunication","SWE",,,,"STRI2024",-13.12161,28.50459,0,,
"Broadcasting","SWE",,,,"STRI2024",0,0,0,,
"Motion pictures","SWE",,,,"STRI2024",0,8.162042,0,,
"Sound recording","SWE",,,,"STRI2024",0,12.7186,0,,
"Logistics and related services","SWE",,,,"STRI2024",,,,,
"Air transport","SWE",,,,"STRI2024",-2.604163,1.209895,0,,
"Maritime transport","SWE",,,,"STRI2024",0,8.425715,0,,
"Road freight transport","SWE",,,,"STRI2024",0,12.10318,0,,
"Rail freight transport","SWE",,,,"STRI2024",0,10.28986,0,,
"Courier services","SWE",,,,"STRI2024",0,5.934446,0,,
"Distribution services","SWE",,,,"STRI2024",0,3.151434,0,,
